Clan Origin	Family Name	Birth year		Clan ID	Lat.	Long.	Easting	Northing
??	?	1927		973	35.50376	128.74644	477.0049047	3928.939998
??	?	1927		973	35.50376	128.74644	477.0049047	3928.939998
??	?	1927		973	35.50376	128.74644	477.0049047	3928.939998
??	?	1927		973	35.50376	128.74644	477.0049047	3928.939998
??	?	1927		973	35.50376	128.74644	477.0049047	3928.939998
??	?	1927		974	36.41667	126.58334	283.3245703	4032.878495
??	?	1927		1005	37.21166	126.8238	306.895731	4120.571315
??	?	1927		1029	36.09062	129.37268	533.5503655	3994.063875
??	?	1927		1030	36.05872	127.086	327.613771	3992.15656
??	?	1927		1030	36.05872	127.086	327.613771	3992.15656
??	?	1927		1030	36.05872	127.086	327.613771	3992.15656
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1036	36.16741	127.10692	329.7330524	4004.17726
??	?	1927		1043	35.17998	128.10762	418.7464403	3893.367026
??	?	1927		1080	35.83275	128.70413	473.277711	3965.438621
??	?	1927		1098	35.45359	128.52788	457.1571988	3923.448731
??	?	1927		1099	37.18364	128.46175	452.2238609	4115.380085
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1111	35.38331	129.1487	513.5055451	3915.562168
??	?	1927		1118	37.44987	129.16521	514.6126863	4144.792608
??	?	1927		1123	36.4359	129.05711	505.1187138	4032.2994
??	?	1927		1123	36.4359	129.05711	505.1187138	4032.2994
??	?	1927		1127	36.58011	128.57202	461.7115536	4048.379465
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1145	36.9156	128.57523	462.1638064	4085.593899
??	?	1927		1157	37.07851	127.42241	359.7718127	4104.745887
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1170	35.41636	127.39049	353.8710211	3920.407002
??	?	1927		1202	37.18364	128.46175	452.2238609	4115.380085
??	?	1927		1226	35.52046	127.72518	384.408822	3931.509767
??	?	1927		1226	35.52046	127.72518	384.408822	3931.509767
??	?	1927		1259	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1293	35.52046	127.72518	384.408822	3931.509767
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1295	37.48202	126.95161	318.8891455	4150.317094
??	?	1927		1326	36.98455	128.36552	443.534723	4093.34653
??	?	1927		1326	36.98455	128.36552	443.534723	4093.34653
??	?	1927		1326	36.98455	128.36552	443.534723	4093.34653
??	?	1927		1326	36.98455	128.36552	443.534723	4093.34653
??	?	1927		1326	36.98455	128.36552	443.534723	4093.34653
??	?	1927		1343	37.34222	127.92016	404.3508825	4133.383798
??	?	1927		1343	37.34222	127.92016	404.3508825	4133.383798
??	?	1927		1352	34.68169	126.90693	308.252062	3839.738039
??	?	1927		1356	37.75185	128.87606	489.0818321	4178.29006
??	?	1927		1356	37.75185	128.87606	489.0818321	4178.29006
??	?	1927		1356	37.75185	128.87606	489.0818321	4178.29006
??	?	1927		1356	37.75185	128.87606	489.0818321	4178.29006
??	?	1927		1356	37.75185	128.87606	489.0818321	4178.29006
??	?	1927		1367	36.07101	129.20649	518.5937667	3991.844262
??	?	1927		1379	35.54657	129.30447	527.5974233	3933.700957
??	?	1927		1379	35.54657	129.30447	527.5974233	3933.700957
??	?	1927		1379	35.54657	129.30447	527.5974233	3933.700957
??	?	1927		1402	35.17998	128.10762	418.7464403	3893.367026
??	?	1927		1402	35.17998	128.10762	418.7464403	3893.367026
??	?	1927		1405	36.81513	127.11389	331.7672937	4076.02408
??	?	1927		1439	36.6577	128.45288	451.1018528	4057.040391
??	?	1927		1443	35.30878	128.51852	456.2296685	3907.392752
??	?	1927		1443	35.30878	128.51852	456.2296685	3907.392752
??	?	1927		1443	35.30878	128.51852	456.2296685	3907.392752
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1447	37.92196	126.83804	309.9735772	4199.360351
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
??	?	1927		1480	35.85617	129.22475	520.2929175	3968.019096
